scenario,source,candidate,time_hours,error,interval_seconds,integral,derivative,integral_step_seconds,cycle_changed,observed_interval_seconds,observed_integral
historical,sanitized-historical,ti-half-hour,3.635556,-2.417,35038.79,527599.728,-0.000166,300,false,35350,1066464.5
historical,sanitized-historical,ti-half-hour,3.696389,-2.446,34990.040509,527064.054,-0.000162,219,false,35322,1065927.9
historical,sanitized-historical,ti-half-hour,3.768889,-2.496,34941.119105,526412.598,-0.000166,261,false,35294,1065275.4
historical,sanitized-historical,ti-half-hour,3.864167,-2.546,34890.199489,525648.798,-0.000163,300,false,35265,1064511.7
historical,sanitized-historical,ti-half-hour,3.928333,-2.585,34840.887205,525051.663,-0.000163,231,false,35237,1063913.9
historical,sanitized-historical,ti-half-hour,4.023056,-2.645,34788.877081,524258.163,-0.000165,300,false,35208,1063120.5
historical,sanitized-historical,ti-half-hour,4.167778,-2.734,34733.528928,523437.963,-0.000167,300,false,35176,1062300.2
historical,sanitized-historical,ti-half-hour,4.258056,-2.784,34676.598684,522602.763,-0.000165,300,false,35144,1061465.1
historical,sanitized-historical,ti-half-hour,4.347778,-2.833,34618.266884,521752.863,-0.000163,300,false,35111,1060615.1
historical,sanitized-historical,ti-half-hour,4.436111,-2.893,34558.251273,520884.963,-0.000167,300,false,35078,1059747.3
historical,sanitized-historical,ti-half-hour,4.497222,-2.923,34501.623376,520241.903,-0.000163,220,false,35047,1059103.7
historical,sanitized-historical,ti-half-hour,4.625,-3.002,34441.771676,519341.303,-0.000165,300,false,35013,1058203.1
historical,sanitized-historical,ti-half-hour,4.663333,-3.022,34389.332944,518924.267,-0.000164,138,false,34984,1057784.7
historical,sanitized-historical,ti-half-hour,4.741389,-3.062,34334.464816,518063.845,-0.000161,281,false,34954,1056923.7
historical,sanitized-historical,ti-half-hour,4.830278,-3.121,34275.937111,517127.545,-0.000164,300,false,34922,1055987.4
historical,sanitized-historical,ti-half-hour,4.936389,-3.19,34214.020043,516170.545,-0.000167,300,false,34887,1055030.3
historical,sanitized-historical,ti-half-hour,4.990278,-3.22,34156.271455,515545.865,-0.000166,194,false,34856,1054407.4
historical,sanitized-historical,ti-half-hour,5.093611,-3.28,34094.76037,514561.865,-0.000165,300,false,34822,1053423.5
historical,sanitized-historical,ti-half-hour,5.165,-3.319,34033.241425,513708.882,-0.000163,257,false,34788,1052569.7
historical,sanitized-historical,ti-half-hour,5.324167,-3.419,33967.006014,512683.182,-0.000166,300,false,34751,1051544.1
historical,sanitized-historical,ti-half-hour,5.484444,-3.518,33896.768859,511627.782,-0.000167,300,false,34712,1050488.7
historical,sanitized-historical,ti-half-hour,5.497778,-3.518,33841.27855,511458.918,-0.000163,48,false,34681,1050320.4
historical,sanitized-historical,ti-half-hour,5.570278,-3.567,33782.672964,510527.931,-0.000166,261,false,34649,1049389.8
historical,sanitized-historical,ti-half-hour,5.6575,-3.617,33719.134242,509442.831,-0.000165,300,false,34614,1048304.6
historical,sanitized-historical,ti-half-hour,5.825833,-3.716,33649.930406,508328.031,-0.000165,300,false,34575,1047189.8
historical,sanitized-historical,ti-half-hour,5.978333,-3.806,33576.297611,507186.231,-0.000165,300,false,34534,1046048.1
historical,sanitized-historical,ti-half-hour,6.048333,-3.845,33503.754556,506217.291,-0.000163,252,false,34494,1045077.7
historical,sanitized-historical,ti-half-hour,6.073889,-3.865,33442.819749,505861.711,-0.000166,92,false,34461,1044723.1
historical,sanitized-historical,kd-900,0.166389,-0.353,35915.576117,1077625.1,-0.000191,300,false,35915,1077625
historical,sanitized-historical,kd-900,0.333333,-0.452,35902.159704,1077489.5,-0.000185,300,false,35902,1077489.3
historical,sanitized-historical,kd-900,0.5,-0.552,35887.718407,1077323.9,-0.00018,300,false,35887,1077323.8
historical,sanitized-historical,kd-900,0.666389,-0.651,35872.29077,1077128.6,-0.000176,300,false,35872,1077128.6
historical,sanitized-historical,kd-900,0.833056,-0.75,35855.875687,1076903.6,-0.000174,300,false,35856,1076903.6
historical,sanitized-historical,kd-900,0.999722,-0.849,35838.472358,1076648.9,-0.000171,300,false,35838,1076648.8
historical,sanitized-historical,kd-900,1.166389,-0.948,35820.080223,1076364.5,-0.00017,300,false,35820,1076364.3
historical,sanitized-historical,kd-900,1.333056,-1.048,35800.6663,1076050.1,-0.000169,300,false,35800,1076050
historical,sanitized-historical,kd-900,1.5,-1.147,35780.268601,1075706,-0.000168,300,false,35780,1075706
historical,sanitized-historical,kd-900,1.666389,-1.246,35758.885477,1075332.2,-0.000167,300,false,35759,1075332.2
historical,sanitized-historical,kd-900,1.833056,-1.345,35736.515763,1074928.7,-0.000167,300,false,35736,1074928.6
historical,sanitized-historical,kd-900,2,-1.444,35713.15859,1074495.5,-0.000166,300,false,35713,1074495.3
historical,sanitized-historical,kd-900,2.166667,-1.544,35688.780685,1074032.3,-0.000166,300,false,35689,1074032.2
historical,sanitized-historical,kd-900,2.286111,-1.613,35664.39501,1073548.4,-0.000165,300,false,35664,1073548.2
historical,sanitized-historical,kd-900,2.333333,-1.643,35642.877952,1073269.09,-0.000166,170,false,35643,1073268.8
historical,sanitized-historical,kd-900,2.434722,-1.702,35620.715331,1072758.49,-0.000165,300,false,35621,1072758.1
historical,sanitized-historical,kd-900,2.499722,-1.742,35599.496321,1072350.862,-0.000166,234,false,35599,1072351.1
historical,sanitized-historical,kd-900,2.601667,-1.802,35577.277161,1071810.262,-0.000166,300,false,35577,1071810.7
historical,sanitized-historical,kd-900,2.666667,-1.841,35555.852814,1071379.468,-0.000166,234,false,35556,1071379.7
historical,sanitized-historical,kd-900,2.768056,-1.901,35533.232105,1070809.168,-0.000166,300,false,35533,1070809.5
historical,sanitized-historical,kd-900,2.833056,-1.94,35511.313543,1070355.208,-0.000166,234,false,35511,1070353.9
historical,sanitized-historical,kd-900,2.906944,-1.98,35489.286064,1069828.528,-0.000164,266,false,35489,1069827.6
historical,sanitized-historical,kd-900,3.018889,-2.05,35465.540042,1069213.528,-0.000166,300,false,35465,1069212.7
historical,sanitized-historical,kd-900,3.185833,-2.149,35439.38807,1068568.828,-0.000165,300,false,35439,1068568.1
historical,sanitized-historical,kd-900,3.352222,-2.248,35411.184093,1067894.428,-0.000165,300,false,35411,1067893.7
historical,sanitized-historical,kd-900,3.52,-2.347,35381.193689,1067190.328,-0.000165,300,false,35381,1067189.5
historical,sanitized-historical,kd-900,3.635556,-2.417,35350.558245,1066465.228,-0.000166,300,false,35350,1066464.5
historical,sanitized-historical,kd-900,3.696389,-2.446,35322.248522,1065929.554,-0.000162,219,false,35322,1065927.9
historical,sanitized-historical,kd-900,3.768889,-2.496,35294.086587,1065278.098,-0.000166,261,false,35294,1065275.4
historical,sanitized-historical,kd-900,3.864167,-2.546,35265.100853,1064514.298,-0.000163,300,false,35265,1064511.7
historical,sanitized-historical,kd-900,3.928333,-2.585,35237.215267,1063917.163,-0.000163,231,false,35237,1063913.9
historical,sanitized-historical,kd-900,4.023056,-2.645,35207.888123,1063123.663,-0.000165,300,false,35208,1063120.5
historical,sanitized-historical,kd-900,4.167778,-2.734,35176.387484,1062303.463,-0.000167,300,false,35176,1062300.2
historical,sanitized-historical,kd-900,4.258056,-2.784,35144.30244,1061468.263,-0.000165,300,false,35144,1061465.1
historical,sanitized-historical,kd-900,4.347778,-2.833,35111.686599,1060618.363,-0.000163,300,false,35111,1060615.1
historical,sanitized-historical,kd-900,4.436111,-2.893,35078.191337,1059750.463,-0.000167,300,false,35078,1059747.3
historical,sanitized-historical,kd-900,4.497222,-2.923,35046.811797,1059107.403,-0.000163,220,false,35047,1059103.7
historical,sanitized-historical,kd-900,4.625,-3.002,35013.401753,1058206.803,-0.000165,300,false,35013,1058203.1
historical,sanitized-historical,kd-900,4.663333,-3.022,34984.269242,1057789.767,-0.000164,138,false,34984,1057784.7
historical,sanitized-historical,kd-900,4.741389,-3.062,34954.050319,1056929.345,-0.000161,281,false,34954,1056923.7
historical,sanitized-historical,kd-900,4.830278,-3.121,34921.812822,1055993.045,-0.000164,300,false,34922,1055987.4
historical,sanitized-historical,kd-900,4.936389,-3.19,34887.589054,1055036.045,-0.000167,300,false,34887,1055030.3
historical,sanitized-historical,kd-900,4.990278,-3.22,34855.815836,1054411.365,-0.000166,194,false,34856,1054407.4
historical,sanitized-historical,kd-900,5.093611,-3.28,34821.9861,1053427.365,-0.000165,300,false,34822,1053423.5
historical,sanitized-historical,kd-900,5.165,-3.319,34788.335982,1052574.382,-0.000163,257,false,34788,1052569.7
historical,sanitized-historical,kd-900,5.324167,-3.419,34751.550292,1051548.682,-0.000166,300,false,34751,1051544.1
historical,sanitized-historical,kd-900,5.484444,-3.518,34712.195727,1050493.282,-0.000167,300,false,34712,1050488.7
historical,sanitized-historical,kd-900,5.497778,-3.518,34681.273581,1050324.418,-0.000163,48,false,34681,1050320.4
historical,sanitized-historical,kd-900,5.570278,-3.567,34648.853045,1049393.431,-0.000166,261,false,34649,1049389.8
historical,sanitized-historical,kd-900,5.6575,-3.617,34613.995377,1048308.331,-0.000165,300,false,34614,1048304.6
historical,sanitized-historical,kd-900,5.825833,-3.716,34575.592228,1047193.531,-0.000165,300,false,34575,1047189.8
historical,sanitized-historical,kd-900,5.978333,-3.806,34534.574908,1046051.731,-0.000165,300,false,34534,1046048.1
historical,sanitized-historical,kd-900,6.048333,-3.845,34494.567688,1045082.791,-0.000163,252,false,34494,1045077.7
historical,sanitized-historical,kd-900,6.073889,-3.865,34460.998515,1044727.211,-0.000166,92,false,34461,1044723.1
historical,sanitized-historical,kd-3600,0.166389,-0.353,35915.44697,1077625.1,-0.000191,300,false,35915,1077625
historical,sanitized-historical,kd-3600,0.333333,-0.452,35901.938191,1077489.5,-0.000185,300,false,35902,1077489.3
historical,sanitized-historical,kd-3600,0.5,-0.552,35887.430657,1077323.9,-0.00018,300,false,35887,1077323.8
historical,sanitized-historical,kd-3600,0.666389,-0.651,35871.955854,1077128.6,-0.000176,300,false,35872,1077128.6
historical,sanitized-historical,kd-3600,0.833056,-0.75,35855.507328,1076903.6,-0.000174,300,false,35856,1076903.6
historical,sanitized-historical,kd-3600,0.999722,-0.849,35838.080366,1076648.9,-0.000171,300,false,35838,1076648.8
historical,sanitized-historical,kd-3600,1.166389,-0.948,35819.671593,1076364.5,-0.00017,300,false,35820,1076364.3
historical,sanitized-historical,kd-3600,1.333056,-1.048,35800.245726,1076050.1,-0.000169,300,false,35800,1076050
historical,sanitized-historical,kd-3600,1.5,-1.147,35779.839797,1075706,-0.000168,300,false,35780,1075706
historical,sanitized-historical,kd-3600,1.666389,-1.246,35758.450954,1075332.2,-0.000167,300,false,35759,1075332.2
historical,sanitized-historical,kd-3600,1.833056,-1.345,35736.077337,1074928.7,-0.000167,300,false,35736,1074928.6
historical,sanitized-historical,kd-3600,2,-1.444,35712.717573,1074495.5,-0.000166,300,false,35713,1074495.3
historical,sanitized-historical,kd-3600,2.166667,-1.544,35688.337648,1074032.3,-0.000166,300,false,35689,1074032.2
historical,sanitized-historical,kd-3600,2.286111,-1.613,35663.951223,1073548.4,-0.000165,300,false,35664,1073548.2
historical,sanitized-historical,kd-3600,2.333333,-1.643,35642.432946,1073269.09,-0.000166,170,false,35643,1073268.8
historical,sanitized-historical,kd-3600,2.434722,-1.702,35620.269925,1072758.49,-0.000165,300,false,35621,1072758.1
historical,sanitized-historical,kd-3600,2.499722,-1.742,35599.050186,1072350.862,-0.000166,234,false,35599,1072351.1
historical,sanitized-historical,kd-3600,2.601667,-1.802,35576.830772,1071810.262,-0.000166,300,false,35577,1071810.7
historical,sanitized-historical,kd-3600,2.666667,-1.841,35555.406153,1071379.468,-0.000166,234,false,35556,1071379.7
historical,sanitized-historical,kd-3600,2.768056,-1.901,35532.785393,1070809.168,-0.000166,300,false,35533,1070809.5
historical,sanitized-historical,kd-3600,2.833056,-1.94,35510.866702,1070355.208,-0.000166,234,false,35511,1070353.9
historical,sanitized-historical,kd-3600,2.906944,-1.98,35488.840453,1069828.528,-0.000164,266,false,35489,1069827.6
historical,sanitized-historical,kd-3600,3.018889,-2.05,35465.094116,1069213.528,-0.000166,300,false,35465,1069212.7
historical,sanitized-historical,kd-3600,3.185833,-2.149,35438.94204,1068568.828,-0.000165,300,false,35439,1068568.1
historical,sanitized-historical,kd-3600,3.352222,-2.248,35410.737991,1067894.428,-0.000165,300,false,35411,1067893.7
historical,sanitized-historical,kd-3600,3.52,-2.347,35380.747769,1067190.328,-0.000165,300,false,35381,1067189.5
historical,sanitized-historical,kd-3600,3.635556,-2.417,35350.112043,1066465.228,-0.000166,300,false,35350,1066464.5
historical,sanitized-historical,kd-3600,3.696389,-2.446,35321.804535,1065929.554,-0.000162,219,false,35322,1065927.9
historical,sanitized-historical,kd-3600,3.768889,-2.496,35293.641731,1065278.098,-0.000166,261,false,35294,1065275.4
historical,sanitized-historical,kd-3600,3.864167,-2.546,35264.657502,1064514.298,-0.000163,300,false,35265,1064511.7
historical,sanitized-historical,kd-3600,3.928333,-2.585,35236.772561,1063917.163,-0.000163,231,false,35237,1063913.9
historical,sanitized-historical,kd-3600,4.023056,-2.645,35207.444534,1063123.663,-0.000165,300,false,35208,1063120.5
historical,sanitized-historical,kd-3600,4.167778,-2.734,35175.942392,1062303.463,-0.000167,300,false,35176,1062300.2
historical,sanitized-historical,kd-3600,4.258056,-2.784,35143.85753,1061468.263,-0.000165,300,false,35144,1061465.1
historical,sanitized-historical,kd-3600,4.347778,-2.833,35111.243147,1060618.363,-0.000163,300,false,35111,1060615.1
historical,sanitized-historical,kd-3600,4.436111,-2.893,35077.746338,1059750.463,-0.000167,300,false,35078,1059747.3
historical,sanitized-historical,kd-3600,4.497222,-2.923,35046.367855,1059107.403,-0.000163,220,false,35047,1059103.7
historical,sanitized-historical,kd-3600,4.625,-3.002,35012.957438,1058206.803,-0.000165,300,false,35013,1058203.1
historical,sanitized-historical,kd-3600,4.663333,-3.022,34983.82561,1057789.767,-0.000164,138,false,34984,1057784.7
historical,sanitized-historical,kd-3600,4.741389,-3.062,34953.609132,1056929.345,-0.000161,281,false,34954,1056923.7
historical,sanitized-historical,kd-3600,4.830278,-3.121,34921.371055,1055993.045,-0.000164,300,false,34922,1055987.4
historical,sanitized-historical,kd-3600,4.936389,-3.19,34887.144919,1055036.045,-0.000167,300,false,34887,1055030.3
historical,sanitized-historical,kd-3600,4.990278,-3.22,34855.370743,1054411.365,-0.000166,194,false,34856,1054407.4
historical,sanitized-historical,kd-3600,5.093611,-3.28,34821.540824,1053427.365,-0.000165,300,false,34822,1053423.5
historical,sanitized-historical,kd-3600,5.165,-3.319,34787.891696,1052574.382,-0.000163,257,false,34788,1052569.7
historical,sanitized-historical,kd-3600,5.324167,-3.419,34751.104945,1051548.682,-0.000166,300,false,34751,1051544.1
historical,sanitized-historical,kd-3600,5.484444,-3.518,34711.74869,1050493.282,-0.000167,300,false,34712,1050488.7
historical,sanitized-historical,kd-3600,5.497778,-3.518,34680.828213,1050324.418,-0.000163,48,false,34681,1050320.4
historical,sanitized-historical,kd-3600,5.570278,-3.567,34648.406821,1049393.431,-0.000166,261,false,34649,1049389.8
historical,sanitized-historical,kd-3600,5.6575,-3.617,34613.549211,1048308.331,-0.000165,300,false,34614,1048304.6
historical,sanitized-historical,kd-3600,5.825833,-3.716,34575.146415,1047193.531,-0.000165,300,false,34575,1047189.8
historical,sanitized-historical,kd-3600,5.978333,-3.806,34534.129484,1046051.731,-0.000165,300,false,34534,1046048.1
historical,sanitized-historical,kd-3600,6.048333,-3.845,34494.123367,1045082.791,-0.000163,252,false,34494,1045077.7
historical,sanitized-historical,kd-3600,6.073889,-3.865,34460.553246,1044727.211,-0.000166,92,false,34461,1044723.1
historical,sanitized-historical,weaker-i-stronger-d,0.166389,-0.353,35915.88822,2155356.1,-0.000191,300,false,35915,1077625
historical,sanitized-historical,weaker-i-stronger-d,0.333333,-0.452,35903.275378,2155220.5,-0.000185,300,false,35902,1077489.3
historical,sanitized-historical,weaker-i-stronger-d,0.5,-0.552,35890.129798,2155054.9,-0.00018,300,false,35887,1077323.8
historical,sanitized-historical,weaker-i-stronger-d,0.666389,-0.651,35876.49021,2154859.6,-0.000176,300,false,35872,1077128.6
historical,sanitized-historical,weaker-i-stronger-d,0.833056,-0.75,35862.355595,2154634.6,-0.000174,300,false,35856,1076903.6
historical,sanitized-historical,weaker-i-stronger-d,0.999722,-0.849,35847.725316,2154379.9,-0.000171,300,false,35838,1076648.8
historical,sanitized-historical,weaker-i-stronger-d,1.166389,-0.948,35832.599056,2154095.5,-0.00017,300,false,35820,1076364.3
historical,sanitized-historical,weaker-i-stronger-d,1.333056,-1.048,35816.945073,2153781.1,-0.000169,300,false,35800,1076050
historical,sanitized-historical,weaker-i-stronger-d,1.5,-1.147,35800.801807,2153437,-0.000168,300,false,35780,1075706
historical,sanitized-historical,weaker-i-stronger-d,1.666389,-1.246,35784.167462,2153063.2,-0.000167,300,false,35759,1075332.2
historical,sanitized-historical,weaker-i-stronger-d,1.833056,-1.345,35767.040967,2152659.7,-0.000167,300,false,35736,1074928.6
